Dictionary,Outcome,Aggregation,Recession_Definition,Model_Code,Model,N_Quarters,R_squared,Durbin_Watson,Variable,Coefficient,HAC_SE,HAC_p_value,CI_low,CI_high
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.251679,0.804912,Post1973,-0.091589,0.042432,0.031793,-0.175137,-0.00804
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),D,D. + trend + Recession x Post-1973,268,0.251679,0.804912,Recession_x_Post1973,0.011365,0.050689,0.822767,-0.088442,0.111172
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,const,0.578187,0.036265,0.0,0.506774,0.649601
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Recession,0.011497,0.023491,0.624956,-0.034763,0.057757
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Decade_1950s,0.006497,0.033947,0.848383,-0.060353,0.073347
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Decade_1960s,-0.080031,0.03863,0.03929,-0.156103,-0.003959
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Decade_1970s,-0.023715,0.049122,0.629658,-0.120448,0.073017
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Decade_1980s,-0.052915,0.054782,0.334993,-0.160793,0.054964
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Decade_1990s,-0.018375,0.054605,0.736765,-0.125905,0.089156
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Decade_2000s,0.110648,0.068566,0.10781,-0.024375,0.24567
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Decade_2010s,0.209046,0.063072,0.001051,0.084842,0.33325
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Post1973,0.001179,0.041676,0.977444,-0.08089,0.083248
Loughran-McDonald,Neg,Pooled words,Any month (48 quarters),E,E. + decade FE + Recession x Post-1973,268,0.454687,1.156388,Recession_x_Post1973,0.040027,0.038784,0.303024,-0.036349,0.116403
